,Sigma,Mu,Div
FIBK,0.30029866571912817,0.00028012627932440617,6.03
FICO,0.43675105666721564,0.000769131610791202,0.0
FID,0.19544933687114888,-0.00011699910218929772,4.18
FIDI,0.22074047435532224,-0.00024875734674427186,5.09
FIDU,0.20118751611317026,0.00029750731070242524,1.45
FIGS,0.8199293252822896,-0.003719623619311448,0.0
FILL,0.2597069494167514,-1.457152630054624e-05,5.09
FINV,0.7983022361091655,-0.0007452000069866806,4.55
FINX,0.2957410924470749,0.00015981646224206859,0.01
FIS,0.33625414089698147,0.00019261970109202216,3.9
FISI,0.44355771961629037,8.193515829587139e-05,5.65
FISV,0.3305441177928976,0.0006455191260222516,0.0
FITB,0.44435444860324186,0.00023102559162890848,5.0
FITE,0.24139669391821075,0.0002840642531251934,0.11
FIVE,0.43300399950474827,0.0007217757562158691,0.0
FIVG,0.25873654478252583,0.0001956027921634118,1.56
FIVN,0.5059911595633536,0.0009922985836654421,0.0
FIW,0.24020874647575657,0.00034771519568801214,0.65
FIX,0.4718631104263473,0.00030732692092752545,0.5
FIXD,0.05574175630020851,-9.028824140351946e-05,3.39
FIXX,0.7700774816550676,-0.0022479320048768804,0.0
FIZZ,0.4680470550351844,0.00047570840701827995,0.0
FJP,0.18265230759277917,7.2846771296817415e-06,2.12
FKWL,1.0054696411569937,0.00019412666888370928,0.0
FL,0.4338548909904664,1.6302258855137223e-05,3.91
FLBR,0.38460878309839214,-0.0002785189666979604,12.58
FLCH,0.2878951225236523,-0.00023793915158621095,2.69
FLEX,0.5544417281140359,0.00034098835358634333,0.0
FLGT,0.867002026129224,0.0007476555352205761,0.0
FLIC,0.2817696181163667,0.0003086747798937689,5.79
FLJP,0.17979066626942003,-6.017954637064644e-05,1.86
FLL,0.8618319396463987,0.00012423331712279034,0.0
FLNC,0.9870137947934284,-0.002418135288544401,0.0
FLNG,0.6100014199877068,0.0011985027303914831,8.98
FLNT,0.8269666762103223,-0.0009257123376369745,0.0
FLO,0.2958977432819216,0.00044232699460257824,3.24
FLOT,0.038960818489561545,1.783518223955848e-06,2.86
FLQL,0.18992292316928883,0.00030304920376301634,2.05
FLQM,0.20484547701963043,0.0003410058463677378,1.31
FLR,0.48415241316558943,0.00016976892229756215,0.0
FLRN,0.05637259368260742,4.035491840933583e-06,2.81
FLS,0.40268025369792004,0.0002492970940339544,2.45
FLT,0.31023317113922944,0.0006295419175674888,0.0
FLTN,0.07377690934486396,-0.0004788905960449444,1.45
FLUX,0.9519926958887047,-9.402066439157494e-05,0.0
FLWS,0.5771109227634964,-0.00010915593584104537,0.0
FLYW,0.6614635939456455,-0.0008951693240834079,0.0
FM,0.15955230555379163,-1.1053539317823577e-05,2.74
FMAT,0.21339285791768098,0.00023658356023328813,1.96
FMC,0.33188469602608456,0.00033381445537319975,1.93
FMNB,0.42717924680109215,7.578541463558629e-05,5.41
FMS,0.312549278910494,6.593714766312094e-05,3.58
FMX,0.34202120738669994,0.0003031777062268413,1.99
FN,0.46567744169484415,0.000786684161696546,0.0
FNA,0.6718496229000281,6.958453564985827e-05,0.0
FNB,0.4111514075161778,4.9824014776156924e-05,3.85
FNCB,0.5861818452976518,2.7334609815776658e-05,5.45
FNCH,0.8776421648786491,-0.008430255072034501,0.0
FNCL,0.22350640045053397,0.0002826458644872899,2.43
FND,0.5209493657388333,0.0005425862307322074,0.0
FNDA,0.21577752051655577,0.0002723647958975487,1.34
FNDB,0.17722219958083388,0.0003227349317151914,1.98
FNDC,0.16863877540757047,9.566555300703925e-05,1.92
FNDE,0.20937371474052724,-5.6032586048047156e-06,5.48
FNDF,0.18308286193024786,6.185613259798817e-05,2.95
FNDX,0.1781799866306909,0.00032859510592349274,2.07
FNF,0.36003075912996685,0.00021466456396537152,5.3
FNGG,0.9778381755440524,-0.006748075473459709,3.08
FNGR,1.8357714826497213,0.00014682944338668952,0.0
FNGS,0.35448512783397423,0.0005673496226716142,0.0
FNHCQ,1.2916560002845883,-0.001336489295517525,0.0
FNK,0.23339941517445958,0.00025438064487207177,1.67
FNKO,0.8207523881255419,0.00033422132640230357,0.0
FNLC,0.3768466185001438,0.0002234598467912703,5.05
FNTC,0.7437944016401498,-0.0036922985815941957,0.0
FNV,0.3902051054184903,0.0005814346119647698,0.99
FNX,0.23702250499829122,0.00027415297100982674,1.18
FNY,0.2117975714548606,0.0003423818275464061,0.23
FOA,0.458049452157823,-0.002177450648160134,0.0
FOCS,0.4816876567495947,-6.706659604527599e-06,0.0
FOLD,0.7279029953241792,-4.256155482487401e-05,0.0
FOR,0.5342415081685455,-0.00011695807574387435,0.0
FORA,0.8493550243442453,-0.004603539562161544,0.0
FORG,0.8926618579989481,-0.0014519026474122804,0.0
FORM,0.49113617068804366,4.767028630240342e-05,0.0
FORR,0.46801123276899925,0.00017955142104324475,0.0
FOSL,0.647474794011392,0.00012990315404157597,0.0
FOUR,0.6545432757429259,0.0007891390904293834,0.0
FOX,0.3568171597845299,-0.0003342320947549178,1.66
FOXA,0.3690418829860835,-0.0002334696385782258,1.52
FOXF,0.416443892234398,0.0006718870345319661,0.0
FPAC,0.0839471028494952,-4.801447883612215e-05,0.0
FPE,0.10244779524502244,-7.145331723846107e-05,5.86
FPH,0.47282680977685015,-0.001312346995884517,0.0
FPI,0.38344149977114256,-1.8618469757846612e-05,2.42
FPX,0.22770416974139807,0.0003423445891097681,1.05
FPXI,0.2043459799747008,0.0001227839480140045,1.13
FQAL,0.1936056238701831,0.00035767348028879574,1.48
FR,0.41380504501532334,9.94704848958929e-05,2.45
FRBA,0.44799827847633933,0.00046960977962818266,2.19
FRBK,0.5182814337991409,-2.8608157017070618e-05,0.0
FRC,0.2872337867035068,0.00048559331566180684,2.73
FREE,0.40415967354345367,-0.0009481253539456377,0.0
FREL,0.21708186324802567,2.8436394693293943e-06,3.56
FREQ,1.2034449880879532,-0.0015536385500402627,0.0
FREY,0.5624563451323278,-0.0001647523731090152,0.0
FRG,0.6515635465120804,0.0007340056397418727,9.89
FRGE,1.213728970944314,-0.003695637513859244,0.0
FRGI,0.5294800075309215,-0.00019755518752182687,0.0
FRHC,0.3619079594277252,0.001609722155397175,0.0
FRI,0.29724411073654555,4.49347408194764e-05,2.49
FRME,0.3785822523591528,0.0002286460669744786,3.58
FRNW,0.3357477603525597,-0.0005096078092730811,0.24
FRO,0.6240991812963157,-0.00033753823553558905,24.37
FROG,0.5820677118838339,-0.0019255403044820343,0.0
FRPT,0.5236076161909384,0.0004954785687323113,0.0
FRSH,0.8153238505990849,-0.003654997619127077,0.0
FRST,0.39341811094523005,-4.018617585838118e-05,4.05
FRSX,1.0002328883624678,-0.002355702201091667,0.0
FRT,0.2867366392718431,0.00018336228454954957,4.41
FSK,0.28008491466488394,-0.00038822215493608693,14.41
FSLR,0.5949931744084928,0.000443987404005401,0.0
FSLY,0.8924183442962946,-0.0011771338671206567,0.0
FSM,0.7000519971565411,0.00018102112980071915,0.0
FSMD,0.24675507784360132,0.00023522959685192777,1.53
FSP,0.4484823925351648,-0.0004598842125022891,2.14
FSR,0.6577377955198449,-0.0002600625344138252,0.0
FSS,0.3741730472531502,0.00022719946672138678,0.68
FSTA,0.14812558511108564,0.0002465601983263053,2.32
FSTR,0.5758599636953216,9.900684987714581e-05,0.0
FSTX,1.0577125036488324,0.000836552506239027,0.0
FSV,0.2965128809901325,0.0007729395940843268,0.66
FSZ,0.18995083286179829,0.0002144615429332251,4.05
FTA,0.23104439622950804,0.00019640404073073504,2.19
FTAG,0.2697964785563743,-0.0005297376682340892,1.76
FTAI,0.452443920886096,8.579199405691655e-05,4.92
FTC,0.20928666718256458,0.00028363054779541693,0.92
FTCH,0.8863618530690017,-0.001667493476629089,0.0
FTCI,0.9850887806281063,-0.003951871422233096,0.0
FTCS,0.20396653741309625,0.00031921248614137773,1.3
FTDR,0.4483256065467059,-0.0003384883841355513,0.0
FTEC,0.23228534500250436,0.000574149110490235,0.83
FTEK,0.814563881316535,-0.000244978458338515,0.0
FTFT,1.1351000239313442,-0.0012739516385732756,0.0
FTGC,0.14958355051153774,-8.614746833453402e-05,10.86
FTHI,0.1561313921021645,-1.6167474105841042e-05,9.2
FTHM,0.8368050987762246,-0.0014099533537184044,0.0
FTI,0.4449754479836335,0.0002026493699562109,0.0
FTK,0.8535951074895157,-0.00039986779929183214,0.0
FTNT,0.41581648033797164,0.0010244020609661974,0.0
FTRI,0.2953361887047937,-0.0002547858041812858,8.61
FTS,0.2070264517826839,0.00011757141976993821,4.07
FTSL,0.053689907616704086,-4.737595802515107e-05,5.33
FTSM,0.025812820901670624,-4.746523964179207e-06,2.23
FTV,0.27484167570357537,0.0002796968611917033,0.42
FTXG,0.1818838028581064,0.00019237703704766466,1.54
FTXH,0.1954371958154743,0.0001863077646331945,1.18
FTXL,0.33569952326788344,0.0006144217949959039,0.77
FTXN,0.3524357418889526,0.00021232104630382586,2.4
FTXO,0.31810911638343387,0.00015305039245546467,3.55
FTXR,0.25914699451228307,0.00013743917343003384,2.26
FUBO,1.1239680907192284,-0.0018416221823414586,0.0
FUL,0.3625724090386669,0.0003534482370593281,1.15
FULC,1.1402818538980222,-0.0007090227260803227,0.0
FULT,0.3475284050919468,0.00012206088709951729,3.98
FUN,0.31415291065843814,0.00021909916354613318,2.68
FUSN,0.6245295697553722,-0.0026632083111268576,0.0
FUTU,0.8467619820213885,0.001014386412825842,0.0
FUTY,0.19075005042624948,0.000255639721187315,2.88
FUV,1.0622551589756442,-0.002673953068027429,0.0
FV,0.21228810916630425,0.00038326639198744917,1.44
FVAL,0.19982253103252576,0.0003482023724981774,1.77
FVD,0.17462693054001713,0.00020093977702980267,2.13
FVRR,0.7830409707614829,-0.0003511336115271806,0.0
FWONA,0.3325093631188922,0.000387936035478434,0.0
FWONK,0.36660052059123205,0.00041503387179399044,0.0
FWRD,0.44874046111413196,0.00046153016625255863,0.91
FWRG,0.5136542281432022,-0.0015669576232274882,0.0
FXA,0.13095056151627898,-2.034570544224725e-05,0.2
FXB,0.0987117371641379,-0.00010856317688537338,0.85
FXC,0.0910127041358679,-5.059160514820051e-05,0.74
FXD,0.24490943123715814,0.00022264688010361147,0.96
FXE,0.09208798268290437,-4.443631904793819e-05,0.15
FXF,0.10583519700558569,4.377364515369489e-05,0.0
FXG,0.17253704651340104,0.00029278761763663024,1.9
FXH,0.19780410640552454,0.0004302200210306719,0.22
FXI,0.33382512784662666,9.997955734568733e-05,2.67
FXL,0.2502856740448974,0.0003854169963300517,0.31
FXLV,1.212527387036009,-0.004709193302208846,0.0
FXN,0.3918664708934525,-3.7238715364458776e-05,2.52
FXO,0.2683652768803744,0.00018135741119034582,2.77
FXP,0.6864988856159802,-0.0013604406932406746,0.06
FXR,0.24827236455729543,0.00024042756554529498,0.87
FXU,0.19199659515036366,0.00013027084255074086,2.1
FXY,0.10114147112866632,-3.776228804969099e-05,0.0
FXZ,0.2810579803976496,0.0002804483429281952,1.46
FYBR,0.3895800372924754,-0.00013386518598112527,0.0
FYC,0.23759946593877665,0.0003374493176793573,0.0
FYLG,0.12379240859451861,-0.0012441433908789174,1.68
FYT,0.24843830393854677,0.0002717188237414742,1.35
FYX,0.26109497471821813,0.0002451400812272548,0.94
G,0.3156597580702066,0.00026209110239763935,1.22
GABC,0.3324358639971157,0.0002621226228187711,2.94
GAIA,0.5595961213257203,-0.0001690023250903417,0.0
GAIN,0.4326663554696668,-3.462052209161839e-05,7.37
GAL,0.11339592634190065,8.26187479008118e-05,6.1
GALT,1.0175695670609992,-0.0004617332462934432,0.0
GAMB,0.8575995144441279,0.0003700063248399783,0.0
GAME,3.64227021601122,-0.005321620022360016,0.0
GAMR,0.24765407905721162,0.00045852205044694024,3.73
GAN,0.7592690958879798,-0.0032515409616777147,0.0
GANX,0.7025796095940278,-0.0030231175444234456,0.0
GASS,0.5008855734166895,-0.0003777897156644457,0.0
GATO,1.1456902929756727,-0.0008748165031453531,0.0
GATX,0.3224180112377969,0.00021639376332673602,2.1
GAU,0.710822153819947,-0.00056191760788063,0.0
GAZ,0.5111510691761573,-0.0006191611686413484,0.0
GB,0.48782896523770464,-0.0006551033700709234,0.0
GBCI,0.403956348009732,0.00045924217153320274,3.19
GBDC,0.2234098493041756,-2.8292128450875312e-05,10.31
GBIL,0.005047749204605034,-1.8954187317290323e-06,2.01
GBIO,0.9892512820340997,-0.0028581009053186223,0.0
GBLD,0.16986556354938956,-0.0007854295761127615,3.95
GBTG,0.5037360375147542,-0.0007683759567972602,0.0
GBX,0.5232845139664816,0.00011815707831869773,3.81
GCC,0.17130111322016653,-0.00013872449489474824,0.45
GCI,0.6969833064589406,-0.000732652464647119,0.0
GCLN,0.2575653069095936,-0.0003560862368972505,1.71
GCMG,0.25745361118436755,-0.0002520896191165431,5.67
GCO,0.5572026397741792,0.00022022855332311686,0.0
GCT,2.4982620878925155,-0.010906594428023324,0.0
GD,0.2663198334042328,0.00045445663312104805,2.4
GDDY,0.3806127321460208,0.0006755519463836191,0.0
GDE,0.33288546015246334,-0.0010809310740881291,0.36
GDEN,0.5847433198755223,0.0002478336647082241,0.0
GDOC,0.2626740398893189,-0.0007576014745307517,0.0
GDOT,0.5725920102438361,-0.0003264243314609849,0.0
GDRX,0.8238850843145049,-0.004166010351202698,0.0
GDS,0.7099973390451275,0.00044096429117401547,0.0
GDVD,0.19874556646164354,-0.0005776340864712569,1.36
GDX,0.42056281886806496,-6.255678108874014e-05,1.62
GDXJ,0.4718674169137032,-0.00031726192707885276,0.51
GDYN,0.5939255096626016,0.00015863310322918544,0.0
GE,0.30721231263139637,8.083295667033185e-05,0.35
GEF,0.3695024777659034,0.0002216275719297866,3.29
GEHC,0.31242607285902285,-0.002737117850022194,0.0
GEHI,0.8130125620210963,-0.0028865674472160767,0.0
GEL,0.5202064342265537,-0.00010800770800546758,5.24
GEM,0.20187524934735696,8.112873678453814e-05,2.91
GEN,0.5090544305076706,0.00036492905521521695,3.14
GENC,0.4557354523915481,0.00033110127699336974,0.0
GENE,1.1784964864446956,-0.0012736719285518126,0.0
GENI,0.8401955647394856,-0.0018262757374148814,0.0
GENY,0.2353645416079491,0.00026557753778536807,2.44
GEO,0.4446760486662259,0.00033431197637153305,0.0
GEOS,0.624151693075998,-9.365161376652994e-05,0.0
GERM,0.3580527946211684,-0.00018207742994358187,0.69
GERN,0.8444633072751297,-0.00016654811367729404,0.0
GES,0.6092808711770453,0.00012528987661553082,4.23
GETY,0.9032361065239812,-0.0010430966890095973,0.0
GEVO,1.247871545985288,-0.003627590465824986,0.0
GFF,0.45506937035488604,0.0003661739625996635,1.27
GFI,0.5436310894342484,-1.944647717095003e-05,4.6
GFL,0.3870718947657826,0.0007083121434738065,0.15
GFOF,0.6915888828612285,-0.005056023628148677,0.0
GFS,0.6167276459891949,0.0005072726389898181,0.0
GGAL,0.7273404335821696,-0.00010398353087301773,2.71
GGB,0.5269966584992959,0.0004510002422563592,3.03
GGG,0.2912490683037118,0.0005816458320147389,1.36
GGR,0.6720723566738815,-0.0024583864530522683,0.0
GH,0.7260222735466718,-0.0001581532098340551,0.0
GHI,0.37098405841702703,-4.5971646363656274e-05,9.01
GHL,0.45598834063857685,-0.00014760374373082194,4.23
GHM,0.4914540499562083,0.00012628349879909609,0.0
GHYB,0.09620896998666986,-0.00013246645149303876,5.76
GIB,0.36793171614989045,0.0004310083353538065,0.0
GIC,0.5913624695613341,2.3465274775081387e-05,3.09
GIFI,0.5586826191021644,-7.622623789338785e-05,0.0
GIGB,0.08368671920202671,-8.484167873827073e-05,3.19
GII,0.2058115520807813,7.734079610232199e-06,3.01
GIII,0.7613353996863197,0.00011933586053732768,0.0
GIL,0.40459002476169725,0.0006821071501149913,2.4
GILD,0.4801772600348966,0.0006299951148699919,3.76
GILT,0.5654325747427204,-0.0005230265096363695,0.0
GINN,0.25015261409367634,-0.00039438001332850475,0.65
GIS,0.20082457697097808,0.00028970012986770865,2.69
GK,0.307057512327844,-0.001386797908797111,1.2
GKOS,0.569205391406824,0.00017740699700462644,0.0
GL,0.2859629646138484,0.0003192421934695067,0.81
GLAD,0.4039010270501596,-0.00011464715457689931,9.58
GLBE,0.9105424943762178,-0.0005119795184559724,0.0
GLBS,1.2803617109271566,-0.0031679004148786652,0.0
GLCN,0.30698489752985963,-0.0001922247108452518,2.19
GLD,0.178765797933157,0.00029405473671853766,0.0
GLDB,0.19067935767465438,-0.0006617535044190607,2.54
GLDD,0.4842262290745017,-2.002206296156963e-05,0.0
GLIN,0.2899704861461814,-0.00028132901622882837,1.75
GLL,0.3254277772544164,-0.0007909437019041839,0.0
GLMD,0.8719072023242724,-0.0015129029334468313,0.0
GLNG,0.571901036855269,0.00016787130529228222,0.0
GLOB,0.46046303959154344,0.0012703371537133592,0.0
GLOP,0.6208587582580465,-0.0006269843710169772,0.48
GLOV,0.18706006795696317,-0.00045015659980472743,1.75
GLP,0.41479304142771833,8.82523322248727e-05,8.17
GLPG,0.43112599045695554,0.00038841442910885165,0.0
GLPI,0.33346766782207915,0.0001010925516435258,5.67
GLRE,0.3329945433565463,-0.00027520620969107153,0.0
GLT,0.37847760568226996,-0.0002494896888961877,0.0
GLTO,0.8478390600724516,-0.004703824687654035,0.0
GLUE,0.9385364549386328,-0.002672569621837446,0.0
GLW,0.44272936180619504,0.00017630060828501774,3.34
GLYC,0.8155714912005291,-0.0004824136728394764,0.0
GM,0.3456380776747987,-5.318906698468125e-06,1.01
GMAB,0.5121941797207912,0.0007071239969457735,0.0
GMBL,1.6404774529876323,-0.004643303477893247,0.0
GMDA,0.8147209178086972,-0.0017871932160684729,0.0
GME,0.7459448576908446,0.0003793661569556256,0.0
GMED,0.33572266944410983,0.0006510184692774991,0.0
GMET,0.35586580454113004,-0.0007524780812288411,2.61
GMF,0.26195689910972386,0.0001105734799226138,2.52
GMGI,4.408602050953267,-0.007062580688235237,0.0
GMRE,0.37175006498257845,-3.930405075994478e-05,8.96
GMS,0.47672777691634405,0.0004943237941405582,0.0
GNE,0.5077085068700857,6.550218137963983e-05,3.11
GNK,0.7055335563062367,-0.001226707704197789,11.89
GNL,0.3484483617256167,-0.00041856643261642753,12.06
GNLN,1.1069102372175297,-0.007813290628006432,0.0
GNOM,0.3798758718838014,-0.00020741252937907307,0.05
GNPX,1.4269981748274116,-0.0009816351242206364,0.0
GNR,0.22678177220499715,4.018200990100778e-05,4.44
GNRC,0.42417504879881834,0.0006347667162711413,0.0
GNSS,0.8741248224726652,0.0002602510330811317,0.0
GNTX,0.4276699999712182,0.0004992161550689731,1.8
GNUS,1.1888246844858057,-0.001711309102225856,0.0
GNW,0.732225930279281,-0.0002785812997887344,0.0
GO,0.41124618622411985,2.648459798789643e-05,0.0
GOAU,0.3464604002394725,0.00019055311788602797,1.5
GOCO,1.0379878648721348,-0.005362011750067276,0.0
GOEV,0.7730070173003861,-0.0022240016488554366,0.0
GOEX,0.4351152604836961,-0.000548612210254694,1.03
GOGL,0.516754055514539,-0.0003894901756640197,7.98
GOGO,0.7027395890092171,-3.362563049627066e-05,0.0
GOL,0.7325961186600419,-0.00041184674097336074,0.0
GOLD,0.40285948739794847,9.382400163673803e-05,2.34
GOLF,0.31325668615180063,0.0005543929666935735,1.57
GOOD,0.35182781331283125,4.435530738570557e-05,9.63
GOOG,0.3057919168637644,0.0007719840339362933,0.0
GOOGL,0.30565157124375125,0.0007697365190514986,0.0
GOOS,0.5724540218856867,7.003688026662689e-05,0.0
GORO,0.6321771433042712,8.043820458949354e-05,4.79
GOSS,1.0121367322611294,-0.0021532168029448307,0.0
GOTU,1.221589084715508,-0.0016564522895850676,0.0
GOVT,0.045174967935349385,-3.237063487734347e-05,1.91
GOVZ,0.24226621549696215,-0.0012059799116935748,3.56
GP,0.9088028276689608,-0.004238371847518846,0.0
GPC,0.2295695089620147,0.0002660327428179065,2.32
GPI,0.5073183773906458,0.0004199165157823458,0.75
GPK,0.5629907584569221,0.00021699508107038523,1.67
GPMT,0.7496718417218394,-0.0009125832091112487,15.56
GPN,0.3330151021531886,0.0005930481660787322,0.99
GPOR,0.45194802462461164,2.301739594455459e-05,0.0
GPP,0.47064367490036163,-7.726348162507402e-05,14.5
GPRE,0.6497128258272501,-2.2184619346808685e-05,0.0
GPRK,0.5109007221891247,0.00013352791585227508,4.41
GPRO,0.6317328138515096,-0.0008579595834561983,0.0
GPS,0.44083061103243254,0.00021117113532012554,6.01
GRAB,0.8219308282193011,-0.002492970173923906,0.0
GRAY,1.0277336409079496,-0.0061342237920464565,0.0
GRBK,0.9751649671558402,-0.00043568254255764584,0.0
GRC,0.3684001819786149,0.0002507429432989152,2.89
GREE,0.7949772108801527,-0.0013093648452421564,0.0
GREK,0.3993856578743075,-0.0001825796829002956,2.4
GRFS,0.31976985280289544,5.288188628705032e-05,0.0
GRID,0.24150204527297917,0.0003217680212979425,1.16
GRIN,0.8799072038277539,8.385367217608661e-05,0.96
GRMN,0.38098213347949217,0.0004004957127777166,3.01
GRN,0.489976330470347,0.0013750119349847502,0.0
GRNR,0.22774315360228709,-0.001229304917864099,4.0
GROM,2.057742700795674,-0.005547262680507803,0.0
GROV,1.217116091767162,-0.0077821975327451815,0.0
GROW,0.7227739850470901,0.00012764692547791151,3.52
GROY,0.6989934133774154,-0.0009377610136856414,1.87
GRPH,0.8128553965316117,-0.004496874265087621,0.0
